site,ptcount,date,sppcode,type,minute,distance,howmany,comments
11,c,6/29/2018,CSWA,S,0,3,1,
11,c,6/29/2018,GCFL,S,3,2,1,
11,c,6/29/2018,BHCO,S,1,1,1,
11,c,6/29/2018,VEER,C,0,4,1,
11,c,6/29/2018,AMRE,S,0,3,1,
11,c,6/29/2018,VEER,D,0,2,1,
11,c,6/29/2018,YTVI,C,0,3,1,
11,c,6/29/2018,EATO,S,0,4,1,
11,c,6/29/2018,CSWA,S,3,3,1,
11,c,6/29/2018,VEER,S,0,3,1,
11,c,6/29/2018,COSN,S,1,2,1,
11,d,6/29/2018,MOWA,S,1,3,1,
11,d,6/29/2018,UPBD,S,3,3,1,
11,d,6/29/2018,NAWA,S,0,1,1,
11,d,6/29/2018,COYE,S,4,3,1,
11,d,6/29/2018,AMRE,C,4,4,1,
11,d,6/29/2018,REVI,S,0,3,1,
11,d,6/29/2018,CSWA,S,2,3,1,
11,d,6/29/2018,REVI,S,0,4,1,
12,a,6/18/2018,VEER,D,1,1,1,
12,a,6/18/2018,BCCH,S,4,2,1,
12,a,6/18/2018,CSWA,S,4,2,1,
12,a,6/18/2018,RBGR,S,4,1,1,
12,a,6/18/2018,AMRO,S,2,2,1,
12,a,6/18/2018,AMRE,S,0,2,1,
12,a,6/18/2018,RUGR,S,3,3,1,
12,a,6/18/2018,UPBD,S,0,2,1,
12,a,6/18/2018,VEER,S,0,4,1,
12,a,6/18/2018,RUGR,D,2,3,1,
12,a,6/18/2018,CSWA,S,0,2,1,
12,b,6/18/2018,AMRE,S,0,2,1,
12,b,6/18/2018,RUGR,S,4,2,1,
12,b,6/18/2018,AMRE,S,0,4,1,
12,b,6/18/2018,WBNU,S,2,2,1,
12,b,6/18/2018,AMRE,C,0,1,1,
12,b,6/18/2018,OVEN,C,0,3,1,
12,b,6/18/2018,AMRE,S,0,2,1,
12,b,6/18/2018,GWWA,S,0,2,1,
12,b,6/18/2018,EAWP,C,0,2,1,
12,b,6/18/2018,CSWA,S,1,2,1,
12,b,6/18/2018,NAWA,S,0,1,1,
12,b,6/18/2018,REVI,S,4,2,1,
12,b,6/18/2018,ALFL,S,4,1,1,
12,b,6/18/2018,REVI,S,3,2,1,
12,b,6/18/2018,REVI,S,0,1,1,
12,b,6/18/2018,OVEN,S,0,4,1,
12,c,6/18/2018,CSWA,S,0,3,1,
12,c,6/18/2018,CSWA,S,0,3,1,
12,c,6/18/2018,OVEN,S,0,3,1,
12,c,6/18/2018,YSFL,S,2,2,1,
12,c,6/18/2018,RBGR,S,4,3,1,
12,c,6/18/2018,OVEN,S,0,4,1,
12,c,6/18/2018,NAWA,S,3,1,1,
12,c,6/18/2018,WTSP,S,0,3,1,
12,c,6/18/2018,WTSP,S,0,2,1,
12,c,6/18/2018,CSWA,S,4,3,1,
12,c,6/18/2018,VEER,S,3,1,1,
12,c,6/18/2018,BAWW,S,3,2,1,
12,c,6/18/2018,CSWA,S,1,3,1,
12,c,6/18/2018,VEER,S,0,3,1,
12,d,6/18/2018,REVI,C,2,4,1,
12,d,6/18/2018,AMGO,S,1,4,1,
12,d,6/18/2018,ALFL,S,0,1,1,
12,d,6/18/2018,LEFL,S,1,1,1,
12,d,6/18/2018,ALFL,S,0,1,1,
13,a,5/31/2018,LEFL,S,4,3,1,
13,a,5/31/2018,COYE,S,3,2,1,
13,a,5/31/2018,BDOW,S,3,4,1,
13,a,5/31/2018,NAWA,C,0,2,1,
13,a,5/31/2018,CSWA,S,2,4,1,
13,a,5/31/2018,GWWA,C,1,1,1,
13,a,5/31/2018,UPBD,S,4,1,1,
13,a,5/31/2018,RBGR,S,0,2,1,
13,a,5/31/2018,CSWA,S,0,3,1,
13,a,5/31/2018,AMRE,S,3,2,1,
13,a,5/31/2018,COLO,S,0,3,1,
13,a,5/31/2018,CSWA,S,4,1,1,
13,b,5/31/2018,CSWA,S,0,2,1,
13,b,5/31/2018,GCFL,S,2,2,1,
13,b,5/31/2018,OVEN,S,0,3,1,
13,b,5/31/2018,NAWA,C,0,2,1,
13,b,5/31/2018,VEER,S,1,2,1,
13,b,5/31/2018,RWBL,S,0,3,1,
13,b,5/31/2018,AMRE,S,4,3,1,
13,b,5/31/2018,OVEN,S,2,1,1,
13,b,5/31/2018,VEER,S,3,2,1,
13,b,5/31/2018,AMRE,S,0,2,1,
13,b,5/31/2018,AMRE,S,0,1,1,
13,b,5/31/2018,COYE,S,2,2,1,
13,b,5/31/2018,CSWA,D,0,2,1,
13,b,5/31/2018,LEFL,S,3,2,1,
13,b,5/31/2018,AMRE,S,3,3,1,
13,c,5/31/2018,VEER,S,0,3,1,
13,c,5/31/2018,AMRE,S,3,2,1,
13,c,5/31/2018,VEER,O,4,2,1,
13,c,5/31/2018,HETH,S,0,2,1,
13,c,5/31/2018,CSWA,S,0,3,1,
13,c,5/31/2018,WOTH,S,4,4,2,
13,c,5/31/2018,AMGO,S,0,3,1,
13,c,5/31/2018,BCCH,S,2,2,1,
13,c,5/31/2018,BAWW,C,3,3,1,
13,c,5/31/2018,ALFL,S,0,3,1,
13,c,5/31/2018,AMRE,S,3,2,1,
13,c,5/31/2018,NAWA,S,1,1,1,
13,d,6/1/2018,UPBD,S,3,3,1,
13,d,6/1/2018,NAWA,O,2,1,1,
13,d,6/1/2018,RUGR,S,2,2,1,
13,d,6/1/2018,OVEN,C,4,1,1,
13,d,6/1/2018,OVEN,S,2,3,1,
13,d,6/1/2018,MOWA,D,3,1,1,
13,d,6/1/2018,VEER,S,0,1,2,
13,d,6/1/2018,GRCA,S,0,4,1,
13,d,6/1/2018,RWBL,S,4,2,1,
13,d,6/1/2018,OVEN,S,1,4,1,
13,d,6/1/2018,ALFL,S,0,1,1,
13,d,6/1/2018,NAWA,S,4,2,1,
14,a,6/8/2018,GWWA,S,1,1,1,
14,a,6/8/2018,OVEN,S,4,1,1,
14,a,6/8/2018,ALFL,S,2,2,1,
14,a,6/8/2018,OVEN,S,0,2,1,
14,a,6/8/2018,CSWA,S,1,1,1,
14,a,6/8/2018,REVI,S,2,3,1,
14,a,6/8/2018,CSWA,S,2,4,1,
14,a,6/8/2018,CSWA,S,0,2,1,
14,a,6/8/2018,CSWA,S,4,2,1,
14,a,6/8/2018,CSWA,S,0,2,1,
14,b,6/8/2018,YWAR,S,1,2,1,
14,b,6/8/2018,GWWA,F,0,4,1,
14,b,6/8/2018,AMRE,S,3,2,1,
14,b,6/8/2018,CCSP,S,0,2,1,
14,b,6/8/2018,SCTA,S,0,4,1,
14,b,6/8/2018,RBGR,S,0,4,1,
14,b,6/8/2018,COYE,S,4,3,1,
14,b,6/8/2018,REVI,S,0,4,1,
14,b,6/8/2018,NAWA,S,0,2,1,
14,b,6/8/2018,AMCR,S,0,2,1,
14,b,6/8/2018,WTSP,S,1,2,1,
14,c,6/8/2018,GWWA,S,0,2,1,
14,c,6/8/2018,AMRE,S,0,3,1,
14,c,6/8/2018,NAWA,S,0,3,1,
14,c,6/8/2018,RBGR,S,0,2,1,
14,c,6/8/2018,COYE,S,2,2,1,
14,c,6/8/2018,AMRO,C,0,2,1,
14,c,6/8/2018,CAWA,C,0,2,1,
14,c,6/8/2018,NAWA,S,0,3,1,
14,c,6/8/2018,GWWA,S,1,3,1,
14,c,6/8/2018,VEER,C,3,2,1,
14,c,6/8/2018,CSWA,S,3,3,1,
14,c,6/8/2018,COYE,S,0,4,1,
14,d,6/8/2018,COYE,S,1,1,1,
14,d,6/8/2018,RUGR,S,2,3,1,
14,d,6/8/2018,VEER,S,0,3,1,
14,d,6/8/2018,CAGO,S,0,2,1,
14,d,6/8/2018,AMRE,C,0,1,1,
14,d,6/8/2018,REVI,S,0,3,1,
14,d,6/8/2018,NAWA,F,2,3,1,
14,d,6/8/2018,GWWA,S,2,2,2,
14,d,6/8/2018,GWWA,S,0,3,1,
15,a,6/2/2018,REVI,S,0,3,1,
15,a,6/2/2018,REVI,S,3,2,1,
15,a,6/2/2018,CSWA,S,1,2,1,
15,a,6/2/2018,AMRE,S,4,2,1,
15,a,6/2/2018,CSWA,S,0,1,1,
15,a,6/2/2018,AMRE,S,1,3,1,
15,b,6/2/2018,CSWA,S,4,2,1,
15,b,6/2/2018,MOWA,S,0,4,1,
15,b,6/2/2018,AMRE,F,3,1,1,
15,b,6/2/2018,REVI,S,0,4,1,
15,b,6/2/2018,BLJA,S,2,4,1,
15,b,6/2/2018,RUGR,S,0,3,1,
15,b,6/2/2018,WTSP,S,4,2,1,
15,b,6/2/2018,CSWA,S,0,3,1,
15,b,6/2/2018,GWWA,S,3,2,1,
15,b,6/2/2018,CSWA,C,0,3,1,
15,b,6/2/2018,NAWA,S,0,2,1,
15,b,6/2/2018,CAGO,S,0,4,1,
15,b,6/2/2018,YBSA,S,3,3,1,
15,b,6/2/2018,CAGO,S,0,4,1,
15,b,6/2/2018,AMRE,S,0,3,1,
15,c,6/2/2018,GWWA,D,0,2,1,
15,c,6/2/2018,CSWA,S,0,1,1,
15,c,6/2/2018,GCFL,S,2,2,1,
15,c,6/2/2018,OVEN,S,0,1,1,
15,c,6/2/2018,CSWA,S,0,2,1,
15,c,6/2/2018,VEER,S,0,3,1,
15,c,6/2/2018,GWWA,S,0,4,1,
15,c,6/2/2018,GWWA,S,0,4,1,
15,c,6/2/2018,OVEN,S,4,2,1,
15,c,6/2/2018,VEER,S,0,3,1,
15,c,6/2/2018,VEER,S,3,4,1,
15,c,6/2/2018,REVI,C,4,2,1,
15,c,6/2/2018,BAWW,S,3,3,1,
15,c,6/2/2018,WTSP,S,0,2,1,
15,d,6/2/2018,ALFL,S,3,4,1,
15,d,6/2/2018,OVEN,C,0,1,1,
15,d,6/2/2018,BLJA,C,0,4,1,
15,d,6/2/2018,UWAR,S,4,2,1,
15,d,6/2/2018,BCCH,S,0,4,1,
15,d,6/2/2018,COYE,C,0,2,1,
15,d,6/2/2018,RUGR,F,4,3,1,
15,d,6/2/2018,SCTA,C,4,1,1,
15,d,6/2/2018,CSWA,S,0,3,1,
15,d,6/2/2018,EATO,C,0,2,1,
15,d,6/2/2018,OVEN,S,0,2,1,
15,d,6/2/2018,CSWA,S,1,1,1,
15,d,6/2/2018,RUGR,C,0,2,1,
16,a,6/1/2018,GWWA,S,0,2,1,
16,a,6/1/2018,UPBD,S,0,2,1,
16,a,6/1/2018,AMRE,S,4,3,1,
16,a,6/1/2018,COYE,S,1,2,1,
16,a,6/1/2018,GWWA,S,3,2,1,
16,a,6/1/2018,MOWA,S,0,1,1,
16,a,6/1/2018,WTSP,S,4,2,1,
16,a,6/1/2018,AMRO,C,3,2,2,
16,a,6/1/2018,REVI,S,3,3,1,
16,a,6/1/2018,GWWA,S,0,1,1,
16,a,6/1/2018,REVI,S,0,3,1,
16,b,6/1/2018,AMRE,S,1,3,1,
16,b,6/1/2018,AMRE,S,0,2,1,
16,b,6/1/2018,PIWO,S,1,4,1,
16,b,6/1/2018,RUGR,S,0,2,1,
16,b,6/1/2018,VEER,C,0,3,1,
16,b,6/1/2018,BCCH,S,4,4,1,
16,b,6/1/2018,WOTH,S,0,1,1,
16,b,6/1/2018,GWWA,S,0,2,1,
16,b,6/1/2018,GWWA,O,0,2,1,
16,b,6/1/2018,CSWA,D,0,4,1,
16,b,6/1/2018,AMCR,C,0,1,1,
16,b,6/1/2018,COYE,C,4,2,1,
16,b,6/1/2018,OVEN,S,2,2,1,
16,b,6/1/2018,CORA,S,0,2,1,
16,c,6/1/2018,GWWA,S,1,1,1,
16,c,6/1/2018,CSWA,S,0,2,1,
16,c,6/1/2018,AMRE,C,0,2,1,
16,c,6/1/2018,REVI,S,1,2,1,
16,c,6/1/2018,OVEN,S,3,2,1,
16,c,6/1/2018,WOTH,S,0,2,1,
16,c,6/1/2018,REVI,D,4,4,1,
16,c,6/1/2018,CCSP,S,0,3,1,
16,c,6/1/2018,AMCR,S,0,4,1,
16,c,6/1/2018,AMRE,S,0,3,1,
16,c,6/1/2018,REVI,S,0,4,1,
16,c,6/1/2018,TEWA,C,1,2,1,
16,c,6/1/2018,TRUS,S,3,2,1,
16,c,6/1/2018,REVI,S,4,4,1,
16,d,6/2/2018,ALFL,C,0,4,2,
16,d,6/2/2018,RBGR,S,2,2,1,
16,d,6/2/2018,NAWA,S,0,2,1,
16,d,6/2/2018,LEFL,S,0,2,1,
16,d,6/2/2018,EABL,S,4,2,1,
16,d,6/2/2018,AMRE,S,4,4,1,
16,d,6/2/2018,GRCA,C,0,3,1,
16,d,6/2/2018,CCSP,C,4,3,1,
16,d,6/2/2018,RUGR,S,1,3,1,
16,d,6/2/2018,CSWA,S,0,4,1,
16,d,6/2/2018,RBGR,S,0,4,1,
16,d,6/2/2018,REVI,S,3,2,1,
16,d,6/2/2018,AMRO,S,2,4,1,
16,d,6/2/2018,GWWA,S,4,1,1,
16,d,6/2/2018,RBGR,S,4,1,1,
16,d,6/2/2018,CSWA,C,0,2,1,
17,a,6/27/2018,MOWA,S,2,3,1,
17,a,6/27/2018,HOWR,S,0,4,1,
17,a,6/27/2018,RUGR,C,0,3,1,
17,a,6/27/2018,CSWA,S,2,3,1,
17,a,6/27/2018,INBU,S,0,1,1,
17,a,6/27/2018,NAWA,S,0,3,1,
17,a,6/27/2018,GWWA,S,2,1,1,
17,a,6/27/2018,VEER,S,0,1,1,
17,a,6/27/2018,TRUS,S,1,1,1,
17,a,6/27/2018,BAWW,O,0,3,1,
17,a,6/27/2018,NOPA,S,0,3,1,
17,b,6/27/2018,GRCA,S,0,1,1,
17,b,6/27/2018,CSWA,C,4,3,1,
17,b,6/27/2018,VEER,S,4,4,1,
17,b,6/27/2018,CSWA,S,0,1,1,
17,b,6/27/2018,ALFL,C,0,3,1,
17,b,6/27/2018,RUGR,S,4,2,1,
17,b,6/27/2018,CSWA,S,4,2,1,
17,b,6/27/2018,ALFL,S,4,2,1,
17,b,6/27/2018,RUGR,S,3,2,1,
17,b,6/27/2018,RBGR,S,2,2,1,
17,b,6/27/2018,UPBD,S,0,3,1,
17,b,6/27/2018,COYE,S,1,4,1,
17,c,6/27/2018,RBGR,S,1,2,1,
17,c,6/27/2018,GRCA,S,2,2,1,
17,c,6/27/2018,VEER,S,0,3,1,
17,c,6/27/2018,VEER,S,0,2,1,
17,c,6/27/2018,CSWA,S,4,3,1,
17,c,6/27/2018,AMRE,S,0,2,1,
17,c,6/27/2018,COLO,S,4,4,1,
17,c,6/27/2018,ALFL,C,1,1,1,
17,c,6/27/2018,AMRO,S,3,1,1,
17,c,6/27/2018,NAWA,S,1,2,1,
17,c,6/27/2018,GWWA,D,3,2,1,
17,c,6/27/2018,CAWA,S,0,1,1,
17,c,6/27/2018,CSWA,S,0,2,1,
17,c,6/27/2018,CSWA,S,0,3,1,
17,c,6/27/2018,NAWA,S,2,3,1,
17,c,6/27/2018,COYE,S,1,3,1,
17,d,6/28/2018,AMRE,S,1,3,1,
17,d,6/28/2018,RBGR,S,0,2,1,
17,d,6/28/2018,REVI,S,0,2,1,
17,d,6/28/2018,UPBD,C,0,3,1,
17,d,6/28/2018,MOWA,S,0,4,1,
17,d,6/28/2018,YTVI,S,4,2,1,
17,d,6/28/2018,AMRE,S,0,3,1,
17,d,6/28/2018,OVEN,S,3,1,1,
17,d,6/28/2018,VEER,S,0,2,1,
17,d,6/28/2018,ALFL,C,0,2,1,
17,d,6/28/2018,OVEN,S,0,4,1,
17,d,6/28/2018,ALFL,S,3,2,1,
17,d,6/28/2018,COLO,C,3,2,1,
17,d,6/28/2018,CSWA,S,1,4,1,
17,d,6/28/2018,VEER,S,0,2,1,
17,d,6/28/2018,COYE,S,0,2,1,
17,d,6/28/2018,BWHA,S,0,1,1,
17,d,6/28/2018,NAWA,S,0,4,1,
17,d,6/28/2018,CSWA,S,0,1,1,
17,d,6/28/2018,GWWA,O,3,2,1,
18,a,6/25/2018,AMRE,C,0,2,1,
18,a,6/25/2018,MOWA,S,0,2,1,
18,a,6/25/2018,RBGR,S,0,1,1,
18,a,6/25/2018,UWAR,S,0,1,1,
18,a,6/25/2018,COYE,S,1,4,1,
18,a,6/25/2018,ALFL,D,0,2,1,
18,a,6/25/2018,BLJA,S,0,3,1,
18,a,6/25/2018,RUGR,S,0,3,1,
18,a,6/25/2018,GWWA,S,0,4,1,
18,a,6/25/2018,AMRE,S,1,2,1,
18,a,6/25/2018,CORA,S,2,3,1,
18,a,6/25/2018,NAWA,S,0,3,1,
18,b,6/25/2018,RBGR,S,3,4,1,
18,b,6/25/2018,BCCH,C,0,1,1,
18,b,6/25/2018,REVI,S,1,2,1,
18,b,6/25/2018,CSWA,C,0,3,1,
18,b,6/25/2018,NAWA,S,3,2,1,
18,b,6/25/2018,MOWA,S,0,3,1,
18,b,6/25/2018,BLJA,S,0,2,1,
18,b,6/25/2018,AMRO,S,4,2,1,
18,b,6/25/2018,CSWA,S,4,3,1,
18,b,6/25/2018,RBGR,C,2,3,1,
18,b,6/25/2018,OVEN,S,0,1,1,
18,b,6/25/2018,AMRE,S,3,4,1,
18,b,6/25/2018,REVI,S,0,2,1,
18,b,6/25/2018,MOWA,S,0,3,1,
18,c,6/25/2018,CSWA,S,4,3,1,
18,c,6/25/2018,RWBL,F,0,2,1,
18,c,6/25/2018,GWWA,S,1,4,1,
18,c,6/25/2018,NAWA,S,3,2,1,
18,c,6/25/2018,VEER,S,0,2,1,
18,c,6/25/2018,GRCA,S,0,2,1,
18,c,6/25/2018,BHCO,S,2,3,1,
18,c,6/25/2018,AMRE,C,0,4,1,
18,c,6/25/2018,RBGR,S,0,4,1,
18,c,6/25/2018,CORA,S,3,1,1,
18,c,6/25/2018,MAWA,S,0,3,1,
18,c,6/25/2018,NAWA,S,1,2,1,
18,c,6/25/2018,REVI,S,4,2,1,
18,c,6/25/2018,RWBL,S,2,2,1,
18,c,6/25/2018,REVI,S,4,2,1,
18,c,6/25/2018,NAWA,S,1,2,1,
18,c,6/25/2018,PUFI,S,0,1,1,
18,c,6/25/2018,REVI,S,1,1,1,
18,c,6/25/2018,SOSP,C,4,3,1,
18,d,6/25/2018,RBGR,S,0,2,1,
18,d,6/25/2018,CSWA,S,0,3,1,
18,d,6/25/2018,UPBD,S,4,3,1,
18,d,6/25/2018,GRCA,S,3,2,1,
18,d,6/25/2018,COYE,S,2,2,2,
18,d,6/25/2018,GRCA,C,3,1,1,
18,d,6/25/2018,REVI,S,2,4,1,
18,d,6/25/2018,UPBD,S,0,3,1,
18,d,6/25/2018,CCSP,S,0,2,1,
18,d,6/25/2018,CSWA,S,4,1,1,
18,d,6/25/2018,OVEN,S,4,2,5,
18,d,6/25/2018,OVEN,S,4,4,1,
18,d,6/25/2018,NAWA,S,0,2,1,
19,a,6/19/2018,CSWA,S,0,3,1,
19,a,6/19/2018,VEER,S,3,4,1,
19,a,6/19/2018,REVI,S,3,2,1,
19,a,6/19/2018,REVI,C,2,2,1,
19,a,6/19/2018,GWWA,S,0,4,1,
19,a,6/19/2018,GWWA,S,0,3,1,
19,a,6/19/2018,VEER,S,4,2,1,
19,a,6/19/2018,UPBD,S,4,2,1,
19,a,6/19/2018,BLJA,F,0,3,1,
19,a,6/19/2018,CAGO,D,4,4,68,
19,a,6/19/2018,NAWA,S,2,4,1,
19,a,6/19/2018,MOWA,S,2,1,1,
19,a,6/19/2018,REVI,S,4,2,1,
19,b,6/19/2018,BHCO,S,0,3,1,
19,b,6/19/2018,OVEN,C,0,1,1,
19,b,6/19/2018,COYE,S,0,3,1,
19,b,6/19/2018,OVEN,S,0,2,1,
19,b,6/19/2018,AMRO,C,4,2,1,
19,b,6/19/2018,AMRE,S,4,3,1,
19,b,6/19/2018,VEER,C,0,2,1,
19,b,6/19/2018,NAWA,S,0,2,1,
19,b,6/19/2018,AMRE,S,3,1,1,
19,b,6/19/2018,YWAR,S,0,4,1,
19,b,6/19/2018,ALFL,S,4,3,1,
19,b,6/19/2018,CSWA,S,0,3,1,
19,b,6/19/2018,UWAR,S,3,4,1,
19,b,6/19/2018,OVEN,S,3,4,1,
19,b,6/19/2018,UPBD,S,0,2,1,
19,c,6/19/2018,GRCA,S,1,3,1,
19,c,6/19/2018,CSWA,S,0,2,1,
19,c,6/19/2018,EAWP,S,0,3,1,
19,c,6/19/2018,NAWA,D,3,2,1,
19,c,6/19/2018,CSWA,S,3,2,1,
19,c,6/19/2018,CSWA,O,4,3,1,
19,c,6/19/2018,REVI,S,1,3,1,
19,c,6/19/2018,AMRE,S,0,4,1,
19,c,6/19/2018,RUGR,S,2,3,1,
19,c,6/19/2018,CSWA,S,3,4,1,
19,c,6/19/2018,ALFL,S,0,2,1,
19,c,6/19/2018,UWAR,D,3,3,1,
19,c,6/19/2018,OVEN,S,0,1,1,
19,d,6/19/2018,LEFL,S,4,1,1,
19,d,6/19/2018,CSWA,S,3,3,1,
19,d,6/19/2018,OVEN,O,1,2,1,
19,d,6/19/2018,CSWA,D,3,2,1,
19,d,6/19/2018,CSWA,S,1,2,1,
19,d,6/19/2018,MOWA,S,0,2,1,
19,d,6/19/2018,OVEN,S,0,3,1,
19,d,6/19/2018,REVI,S,4,3,1,
19,d,6/19/2018,CSWA,S,3,2,1,
19,d,6/19/2018,AMRO,S,0,2,1,
20,a,6/16/2018,GWWA,C,4,3,1,
20,a,6/16/2018,REVI,S,0,3,1,
20,a,6/16/2018,OVEN,S,4,4,1,
20,a,6/16/2018,CSWA,O,0,3,1,
20,a,6/16/2018,RBGR,S,1,3,1,
20,a,6/16/2018,REVI,S,1,3,1,
20,a,6/16/2018,OVEN,S,0,3,1,
20,a,6/16/2018,AMRE,S,0,4,1,
20,a,6/16/2018,SCTA,S,2,3,1,
20,a,6/16/2018,RBGR,S,0,2,1,
20,a,6/16/2018,OVEN,S,4,2,1,
20,a,6/16/2018,OVEN,S,0,4,1,
20,b,6/16/2018,PUFI,S,2,3,1,
20,b,6/16/2018,OVEN,S,4,1,1,
20,b,6/16/2018,CSWA,S,4,4,1,
20,b,6/16/2018,RBGR,S,1,3,1,
20,b,6/16/2018,OVEN,S,1,2,1,
20,b,6/16/2018,SOSP,S,2,1,1,
20,c,6/16/2018,NAWA,S,0,1,1,
20,c,6/16/2018,COYE,D,4,2,1,
20,c,6/16/2018,AMCR,F,3,1,1,
20,c,6/16/2018,UWPR,S,2,3,1,
20,c,6/16/2018,UWAR,S,2,2,1,
20,c,6/16/2018,CSWA,S,2,4,1,
20,c,6/16/2018,COYE,S,3,2,1,
20,c,6/16/2018,TEWA,S,3,3,1,
20,c,6/16/2018,BLJA,S,0,3,1,
20,c,6/16/2018,VEER,S,0,4,1,
20,c,6/16/2018,CSWA,S,0,4,1,
20,d,6/16/2018,REVI,O,0,3,1,
20,d,6/16/2018,CSWA,S,1,1,1,
20,d,6/16/2018,OVEN,D,0,1,1,
20,d,6/16/2018,BCCH,S,0,3,1,
20,d,6/16/2018,VEER,C,0,2,1,
20,d,6/16/2018,REVI,S,3,2,1,
20,d,6/16/2018,UWAR,S,0,2,1,
20,d,6/16/2018,RBNU,C,4,3,1,
20,d,6/16/2018,GWWA,S,0,1,1,
20,d,6/16/2018,VEER,S,0,3,1,
20,d,6/16/2018,OVEN,S,0,4,1,
20,d,6/16/2018,REVI,S,4,3,1,
20,d,6/16/2018,AMRE,S,0,1,1,
20,d,6/16/2018,VEER,S,2,1,1,
21,a,7/2/2018,RTHU,S,0,3,1,
21,a,7/2/2018,REVI,S,3,3,1,
21,a,7/2/2018,OVEN,C,0,3,1,
21,a,7/2/2018,OVEN,C,0,2,1,
21,a,7/2/2018,AMRE,S,0,2,1,
21,a,7/2/2018,VEER,S,0,2,1,
21,a,7/2/2018,CSWA,S,4,2,1,
21,a,7/2/2018,CMWA,S,0,2,1,
