site,ptcount,date,sppcode,type,minute,distance,howmany,comments
21,a,7/2/2018,CSWA,C,4,3,1,
21,a,7/2/2018,NAWA,S,0,4,1,
21,a,7/2/2018,REVI,O,0,1,1,
21,a,7/2/2018,NAWA,S,3,1,1,
21,a,7/2/2018,NAWA,S,3,4,1,
21,a,7/2/2018,CSWA,C,3,1,1,
21,a,7/2/2018,REVI,C,1,2,1,
21,a,7/2/2018,NAWA,S,1,2,1,
21,a,7/2/2018,GWWA,S,3,2,1,
21,a,7/2/2018,HETH,S,4,3,1,
21,b,7/2/2018,ALFL,S,0,2,1,
21,b,7/2/2018,OVEN,D,0,2,1,
21,b,7/2/2018,VEER,S,0,3,1,
21,b,7/2/2018,VEER,S,2,2,1,
21,b,7/2/2018,REVI,S,0,3,1,
21,b,7/2/2018,REVI,D,0,3,1,
21,b,7/2/2018,AMGO,C,0,3,1,
21,b,7/2/2018,RBGR,S,0,4,1,
21,b,7/2/2018,REVI,S,0,3,1,
21,b,7/2/2018,AMGO,S,0,3,1,
21,b,7/2/2018,OVEN,S,2,3,1,
21,c,7/2/2018,ALFL,S,0,2,1,
21,c,7/2/2018,CSWA,C,0,2,1,
21,c,7/2/2018,AMRE,S,0,3,1,
21,c,7/2/2018,OVEN,S,0,2,1,
21,c,7/2/2018,BLJA,S,0,4,1,
21,c,7/2/2018,ALFL,S,4,1,1,
21,c,7/2/2018,RBGR,S,0,3,1,
21,c,7/2/2018,WOTH,S,4,3,1,
21,c,7/2/2018,COYE,S,0,2,1,
21,c,7/2/2018,CSWA,S,0,3,1,
21,c,7/2/2018,CSWA,C,0,3,1,
21,c,7/2/2018,WTSP,S,3,3,1,
21,c,7/2/2018,AMRE,S,1,2,1,
21,c,7/2/2018,CAWA,C,4,3,1,
21,c,7/2/2018,SOSP,S,0,3,1,
21,d,7/2/2018,AMRE,S,1,3,1,
21,d,7/2/2018,NAWA,S,0,1,1,
21,d,7/2/2018,CSWA,S,2,4,1,
21,d,7/2/2018,REVI,S,2,3,1,
21,d,7/2/2018,NAWA,S,4,2,1,
21,d,7/2/2018,NAWA,C,0,4,1,
21,d,7/2/2018,REVI,C,3,1,1,
21,d,7/2/2018,OVEN,S,4,4,1,
21,d,7/2/2018,OVEN,S,3,3,1,
21,d,7/2/2018,CHSP,S,0,3,1,
21,d,7/2/2018,AMRE,S,2,4,1,
21,d,7/2/2018,WTSP,S,2,1,1,
21,d,7/2/2018,RUGR,C,2,4,1,
21,d,7/2/2018,SOSP,D,0,3,1,
22,a,6/23/2018,UPBD,S,0,4,1,
22,a,6/23/2018,CSWA,S,1,3,1,
22,a,6/23/2018,ALFL,S,2,1,1,
22,a,6/23/2018,RUGR,S,0,3,1,
22,a,6/23/2018,GRCA,S,4,2,1,
22,a,6/23/2018,CCSP,S,0,2,1,
22,a,6/23/2018,NAWA,C,1,1,1,
22,a,6/23/2018,VEER,C,0,2,1,
22,a,6/23/2018,VEER,S,2,3,1,
22,b,6/23/2018,AMRE,S,0,2,1,
22,b,6/23/2018,REVI,S,3,3,1,
22,b,6/23/2018,CSWA,S,1,2,1,
22,b,6/23/2018,OVEN,S,0,4,1,
22,b,6/23/2018,RBGR,S,2,3,1,
22,b,6/23/2018,CSWA,S,4,2,1,
22,b,6/23/2018,SWTH,S,0,3,1,
22,b,6/23/2018,OVEN,C,4,3,1,
22,b,6/23/2018,RUGR,S,4,3,1,
22,b,6/23/2018,CSWA,S,2,3,1,
22,b,6/23/2018,RBGR,S,2,3,1,
22,b,6/23/2018,AMRE,S,4,4,1,
22,c,6/24/2018,MODO,C,2,3,1,
22,c,6/24/2018,REVI,S,0,2,1,
22,c,6/24/2018,ALFL,S,4,1,1,
22,c,6/24/2018,CSWA,S,0,3,1,
22,c,6/24/2018,CSWA,S,4,3,1,
22,c,6/24/2018,LEFL,S,0,3,1,
22,c,6/24/2018,BLJA,S,4,3,1,
22,c,6/24/2018,VEER,S,0,4,1,
22,d,6/24/2018,AMCR,S,1,2,1,
22,d,6/24/2018,OVEN,S,0,2,1,
22,d,6/24/2018,NAWA,S,0,2,1,
22,d,6/24/2018,VEER,S,1,2,1,
22,d,6/24/2018,VEER,S,3,3,1,
22,d,6/24/2018,REVI,S,3,3,1,
22,d,6/24/2018,MOWA,S,3,2,1,
23,a,6/4/2018,GRCA,C,0,2,1,
23,a,6/4/2018,NAWA,S,0,1,1,
23,a,6/4/2018,LEFL,S,0,3,1,
23,a,6/4/2018,AMRE,S,0,2,1,
23,a,6/4/2018,UPBD,S,0,3,1,
23,a,6/4/2018,AMRE,S,0,2,1,
23,a,6/4/2018,COYE,S,4,4,1,
23,a,6/4/2018,RUGR,D,0,2,1,
23,a,6/4/2018,AMRE,C,0,3,1,
23,b,6/4/2018,VEER,S,0,1,1,
23,b,6/4/2018,OVEN,S,0,2,1,
23,b,6/4/2018,BCCH,S,0,1,1,
23,b,6/4/2018,AMRE,S,1,1,1,
23,b,6/4/2018,CSWA,S,0,3,1,
23,b,6/4/2018,WTSP,C,0,2,1,
23,b,6/4/2018,NAWA,S,2,1,1,
23,b,6/4/2018,MOWA,S,4,3,1,
23,b,6/4/2018,AMRO,S,1,1,1,
23,b,6/4/2018,ALFL,S,0,2,1,
23,b,6/4/2018,REVI,S,1,2,1,
23,b,6/4/2018,GWWA,C,4,2,1,
23,b,6/4/2018,REVI,S,0,2,1,
23,c,6/4/2018,VEER,S,3,4,1,
23,c,6/4/2018,AMRE,S,3,4,1,
23,c,6/4/2018,RBNU,S,0,2,1,
23,c,6/4/2018,AMRE,D,0,4,1,
23,c,6/4/2018,NAWA,S,0,4,1,
23,c,6/4/2018,CSWA,S,0,4,1,
23,c,6/4/2018,CSWA,S,0,4,1,
23,c,6/4/2018,REVI,S,3,2,1,
23,c,6/4/2018,ALFL,C,0,1,1,
23,c,6/4/2018,REVI,S,0,4,1,
23,c,6/4/2018,RUGR,S,1,2,1,
23,c,6/4/2018,UPBD,S,0,2,1,
23,c,6/4/2018,MOWA,S,0,2,1,
23,c,6/4/2018,RBGR,S,4,1,1,
23,d,6/5/2018,CSWA,C,3,2,1,
23,d,6/5/2018,RUGR,S,1,1,2,
23,d,6/5/2018,MOWA,S,1,4,1,
23,d,6/5/2018,AMGO,S,1,4,1,
23,d,6/5/2018,OVEN,S,4,3,1,
23,d,6/5/2018,OVEN,S,3,2,1,
23,d,6/5/2018,ULBD,S,1,2,1,
23,d,6/5/2018,PIWA,S,0,2,1,
23,d,6/5/2018,USBD,S,0,2,1,
23,d,6/5/2018,CSWA,S,0,4,1,
23,d,6/5/2018,EAWP,S,0,2,1,
23,d,6/5/2018,COYE,S,0,2,1,
23,d,6/5/2018,NAWA,S,4,4,1,
23,d,6/5/2018,GWWA,S,0,3,1,
23,d,6/5/2018,YSFL,S,0,4,1,
23,d,6/5/2018,GWWA,S,1,2,1,
23,d,6/5/2018,WTSP,S,4,2,1,
24,a,6/3/2018,VEER,S,1,4,1,
24,a,6/3/2018,AMRE,S,0,3,1,
24,a,6/3/2018,NAWA,D,2,2,1,
24,a,6/3/2018,CSWA,S,3,4,1,
24,a,6/3/2018,MOWA,D,1,2,1,
24,a,6/3/2018,CSWA,S,0,4,1,
24,a,6/3/2018,UWAR,S,2,2,1,
24,a,6/3/2018,VEER,S,0,1,1,
24,a,6/3/2018,CSWA,S,4,2,1,
24,a,6/3/2018,MOWA,S,0,4,1,
24,a,6/3/2018,ALFL,S,3,2,1,
24,a,6/3/2018,REVI,F,4,2,1,
24,a,6/3/2018,RBGR,S,0,2,1,
24,a,6/3/2018,AMRO,S,0,2,1,
24,b,6/3/2018,REVI,S,0,3,1,
24,b,6/3/2018,CSWA,S,1,4,1,
24,b,6/3/2018,AMRE,S,2,4,1,
24,b,6/3/2018,COYE,S,0,2,1,
24,b,6/3/2018,WBNU,S,0,1,1,
24,b,6/3/2018,REVI,S,1,3,1,
24,b,6/3/2018,UWPR,S,0,2,1,
24,b,6/3/2018,MOWA,S,3,3,1,
24,b,6/3/2018,WTSP,S,4,2,1,
24,b,6/3/2018,REVI,S,0,3,1,
24,b,6/3/2018,ALFL,D,0,2,1,
24,b,6/3/2018,REVI,S,3,4,1,
24,b,6/3/2018,WTSP,S,4,4,1,
24,c,6/4/2018,VEER,S,1,4,1,
24,c,6/4/2018,COYE,S,2,2,1,
24,c,6/4/2018,OVEN,S,3,3,1,
24,c,6/4/2018,OVEN,S,0,3,1,
24,c,6/4/2018,AMRE,S,0,1,1,
24,c,6/4/2018,RBGR,S,0,4,1,
24,c,6/4/2018,WOTH,S,0,1,1,
24,c,6/4/2018,OVEN,S,1,1,1,
24,c,6/4/2018,OVEN,S,1,3,1,
24,c,6/4/2018,RBNU,S,4,3,1,
24,c,6/4/2018,VEER,C,1,2,1,
24,c,6/4/2018,CSWA,S,0,1,1,
24,c,6/4/2018,ALFL,S,0,2,1,
24,c,6/4/2018,SOSP,S,0,2,1,
24,d,6/4/2018,GRCA,S,2,2,1,
24,d,6/4/2018,CSWA,C,0,3,1,
24,d,6/4/2018,LEFL,S,1,1,1,
24,d,6/4/2018,OVEN,F,0,3,1,
24,d,6/4/2018,RBGR,S,2,1,1,
24,d,6/4/2018,OVEN,S,0,2,1,
24,d,6/4/2018,AMRE,S,4,1,1,
24,d,6/4/2018,RUGR,S,4,1,1,
24,d,6/4/2018,AMRO,S,0,2,1,
24,d,6/4/2018,AMRE,C,0,1,1,
24,d,6/4/2018,OVEN,S,0,4,1,
24,d,6/4/2018,CSWA,S,4,3,1,
24,d,6/4/2018,CSWA,C,1,3,1,
24,d,6/4/2018,COYE,S,0,2,1,
24,d,6/4/2018,AMRE,S,1,2,1,
25,a,6/21/2018,ALFL,C,3,3,1,
25,a,6/21/2018,RBGR,C,0,2,1,
25,a,6/21/2018,CAWA,S,0,2,1,
25,a,6/21/2018,RWBL,S,1,2,1,
25,a,6/21/2018,SOSP,S,2,2,1,
25,a,6/21/2018,CSWA,S,0,3,1,
25,a,6/21/2018,BCCH,S,4,1,1,
25,a,6/21/2018,AMRE,S,0,2,1,
25,a,6/21/2018,REVI,S,0,3,1,
25,a,6/21/2018,REVI,S,0,1,1,
25,b,6/21/2018,SCTA,S,1,3,1,
25,b,6/21/2018,CSWA,S,1,1,1,
25,b,6/21/2018,GWWA,C,2,3,1,
25,b,6/21/2018,REVI,S,0,1,1,
25,b,6/21/2018,CSWA,S,3,3,1,
25,b,6/21/2018,OVEN,C,0,3,1,
25,b,6/21/2018,RUGR,C,0,2,1,
25,b,6/21/2018,GWWA,S,1,4,1,
25,b,6/21/2018,AMCR,S,0,2,1,
25,b,6/21/2018,VEER,S,0,2,1,
25,b,6/21/2018,NAWA,C,0,1,1,
25,b,6/21/2018,ALFL,S,0,1,1,
25,b,6/21/2018,USPA,S,3,3,1,
25,c,6/21/2018,GWWA,S,2,2,1,
25,c,6/21/2018,REVI,S,2,3,1,
25,c,6/21/2018,NAWA,C,3,2,1,
25,c,6/21/2018,REVI,S,2,3,1,
25,c,6/21/2018,CSWA,S,0,4,1,
25,c,6/21/2018,RBGR,S,2,4,1,
25,c,6/21/2018,CSWA,S,0,4,1,
25,c,6/21/2018,NAWA,S,0,3,1,
25,c,6/21/2018,NAWA,S,0,1,1,
25,c,6/21/2018,AMRE,S,0,2,1,
25,c,6/21/2018,VEER,S,0,3,1,
25,c,6/21/2018,CSWA,S,4,1,1,
25,c,6/21/2018,VEER,S,4,3,1,
25,c,6/21/2018,CSWA,S,0,1,1,
25,d,6/21/2018,RUGR,S,0,2,1,
25,d,6/21/2018,AMRE,O,0,1,1,
25,d,6/21/2018,ALFL,C,0,3,1,
25,d,6/21/2018,CORA,S,0,2,1,
25,d,6/21/2018,UPBD,S,0,1,1,
25,d,6/21/2018,REVI,S,0,2,1,
25,d,6/21/2018,GWWA,C,0,2,1,
25,d,6/21/2018,AMCR,S,0,4,1,
25,d,6/21/2018,NAWA,S,0,2,1,
25,d,6/21/2018,AMRE,C,3,2,1,
25,d,6/21/2018,OVEN,S,0,2,1,
25,d,6/21/2018,WTSP,S,0,3,1,
26,a,7/1/2018,REVI,S,0,2,1,
26,a,7/1/2018,OVEN,S,4,1,1,
26,a,7/1/2018,UPBD,S,0,2,1,
26,a,7/1/2018,BLJA,S,3,2,1,
26,a,7/1/2018,GWWA,S,0,4,1,
26,a,7/1/2018,UPBD,S,0,2,1,
26,a,7/1/2018,NAWA,C,0,4,1,
26,a,7/1/2018,VEER,S,0,2,1,
26,a,7/1/2018,CSWA,S,0,3,1,
26,a,7/1/2018,AMRE,S,0,1,1,
26,a,7/1/2018,MOWA,S,4,3,1,
26,a,7/1/2018,GCFL,S,0,3,1,
26,a,7/1/2018,NAWA,S,0,2,1,
26,b,7/1/2018,NAWA,S,0,4,1,
26,b,7/1/2018,CSWA,C,4,3,1,
26,b,7/1/2018,BRTH,S,1,1,1,
26,b,7/1/2018,GWWA,S,0,2,1,
26,b,7/1/2018,ALFL,C,2,1,1,
26,b,7/1/2018,NAWA,S,0,3,1,
26,b,7/1/2018,WTSP,S,4,2,1,
26,b,7/1/2018,CSWA,S,2,4,1,
26,b,7/1/2018,OVEN,S,0,2,1,
26,b,7/1/2018,ALFL,S,1,1,1,
26,b,7/1/2018,AMRE,S,0,2,1,
26,b,7/1/2018,VEER,S,3,3,1,
26,c,7/1/2018,CAGO,C,1,3,1,
26,c,7/1/2018,BHCO,S,3,3,1,
26,c,7/1/2018,CSWA,S,0,2,1,
26,c,7/1/2018,VEER,S,0,4,1,
26,c,7/1/2018,REVI,S,4,3,1,
26,c,7/1/2018,CORA,S,0,4,1,
26,c,7/1/2018,OVEN,S,3,2,1,
26,c,7/1/2018,UPBD,S,0,3,1,
26,c,7/1/2018,CAGO,S,0,1,1,
26,c,7/1/2018,COYE,S,0,4,1,
26,c,7/1/2018,REVI,S,0,1,1,
26,c,7/1/2018,CSWA,S,0,2,1,
26,c,7/1/2018,RUGR,S,0,2,1,
26,c,7/1/2018,NAWA,S,4,3,1,
26,d,7/1/2018,WOTH,D,0,1,1,
26,d,7/1/2018,VEER,C,0,4,1,
26,d,7/1/2018,OVEN,S,0,4,1,
26,d,7/1/2018,VEER,S,3,2,1,
26,d,7/1/2018,PUFI,S,0,4,1,
26,d,7/1/2018,VEER,S,3,4,1,
26,d,7/1/2018,OVEN,S,0,3,1,
26,d,7/1/2018,NAWA,S,1,3,1,
26,d,7/1/2018,REVI,S,0,2,1,
26,d,7/1/2018,CSWA,S,4,2,1,
26,d,7/1/2018,BEKI,S,0,3,1,
27,a,6/10/2018,CSWA,S,0,3,1,
27,a,6/10/2018,VEER,S,3,3,1,
27,a,6/10/2018,REVI,S,0,3,1,
27,a,6/10/2018,UPBD,S,1,1,1,
27,a,6/10/2018,VEER,D,0,2,1,
27,a,6/10/2018,CCSP,S,2,2,1,
27,a,6/10/2018,WTSP,C,0,2,1,
27,b,6/10/2018,OVEN,S,1,4,1,
27,b,6/10/2018,NAWA,S,0,2,1,
27,b,6/10/2018,AMRE,S,0,2,1,
27,b,6/10/2018,BLJA,S,2,2,1,
27,b,6/10/2018,OVEN,F,0,1,1,
27,b,6/10/2018,RBGR,C,4,4,1,
27,b,6/10/2018,NAWA,S,0,2,1,
27,b,6/10/2018,CSWA,C,2,2,1,
27,b,6/10/2018,AMRE,C,0,2,1,
27,b,6/10/2018,CSWA,S,3,2,1,
27,b,6/10/2018,OVEN,C,0,3,1,
27,c,6/11/2018,VEER,S,0,3,1,
27,c,6/11/2018,AMGO,C,0,3,1,
27,c,6/11/2018,AMRE,S,4,2,1,
27,c,6/11/2018,MOWA,S,0,2,1,
27,c,6/11/2018,BLJA,S,0,2,1,
27,c,6/11/2018,INBU,S,4,1,1,
27,c,6/11/2018,NAWA,S,3,4,1,
27,c,6/11/2018,AMRO,S,3,4,1,
27,c,6/11/2018,AMGO,S,0,4,1,
27,c,6/11/2018,REVI,S,0,2,1,
27,c,6/11/2018,CSWA,S,0,4,1,
27,c,6/11/2018,OVEN,S,4,4,1,
27,d,6/11/2018,RBGR,S,4,4,1,
27,d,6/11/2018,INBU,S,4,1,1,
27,d,6/11/2018,AMCR,S,4,3,1,
27,d,6/11/2018,UWAR,S,0,3,1,
27,d,6/11/2018,TEWA,S,0,2,1,
27,d,6/11/2018,RUGR,S,3,1,1,
27,d,6/11/2018,WTSP,C,0,3,1,
27,d,6/11/2018,CSWA,S,2,3,1,
27,d,6/11/2018,COYE,C,0,2,1,
27,d,6/11/2018,OVEN,S,3,1,1,
27,d,6/11/2018,BLJA,S,2,4,1,
28,a,6/30/2018,RBGR,C,0,2,1,
28,a,6/30/2018,GWWA,S,2,3,1,
28,a,6/30/2018,GWWA,C,2,4,1,
28,a,6/30/2018,NAWA,S,0,2,1,
28,a,6/30/2018,RBGR,S,0,1,1,
28,a,6/30/2018,GWWA,S,1,2,1,
28,a,6/30/2018,NAWA,S,4,2,1,
28,a,6/30/2018,COYE,S,0,2,1,
28,a,6/30/2018,CSWA,C,0,4,1,
28,a,6/30/2018,MOWA,S,0,3,1,
28,a,6/30/2018,RBGR,S,3,3,1,
28,a,6/30/2018,VEER,S,0,4,1,
28,a,6/30/2018,NAWA,S,0,2,1,
28,b,6/30/2018,CEDW,C,0,3,1,
28,b,6/30/2018,REVI,S,0,2,1,
28,b,6/30/2018,BLJA,C,0,3,1,
28,b,6/30/2018,WOTH,S,4,2,1,
28,b,6/30/2018,OVEN,S,2,3,1,
28,b,6/30/2018,OVEN,S,0,3,1,
28,b,6/30/2018,EAWP,S,4,2,1,
28,b,6/30/2018,AMRE,S,0,1,1,
28,b,6/30/2018,GRCA,D,3,4,1,
28,b,6/30/2018,RBGR,S,0,3,1,
28,b,6/30/2018,BLJA,C,0,3,1,
28,b,6/30/2018,SOSP,S,3,3,1,
28,b,6/30/2018,GWWA,C,4,2,1,
28,c,6/30/2018,BHCO,S,2,3,1,
28,c,6/30/2018,CSWA,S,0,1,1,
28,c,6/30/2018,OVEN,C,0,3,1,
28,c,6/30/2018,USBD,S,0,2,1,
28,c,6/30/2018,AMRE,D,0,2,1,
28,c,6/30/2018,REVI,S,0,4,1,
28,c,6/30/2018,CSWA,S,0,3,1,
28,c,6/30/2018,AMRE,S,1,2,1,
28,c,6/30/2018,REVI,S,0,3,1,
28,d,6/30/2018,UPBD,S,0,1,1,
28,d,6/30/2018,AMRE,C,4,3,1,
28,d,6/30/2018,REVI,S,0,3,1,
28,d,6/30/2018,VEER,S,0,2,1,
28,d,6/30/2018,BHCO,S,0,4,1,
28,d,6/30/2018,GWWA,S,0,2,1,
28,d,6/30/2018,RBGR,S,1,1,1,
28,d,6/30/2018,YBSA,S,4,4,1,
28,d,6/30/2018,GRCA,S,2,2,1,
28,d,6/30/2018,OVEN,S,0,4,1,
28,d,6/30/2018,GWWA,S,4,4,1,
29,a,6/29/2018,ALFL,S,0,3,1,
29,a,6/29/2018,SCTA,C,3,3,1,
29,a,6/29/2018,OVEN,S,0,3,1,
29,a,6/29/2018,VEER,S,0,2,1,
29,a,6/29/2018,GWWA,S,1,1,1,
29,a,6/29/2018,RBGR,S,0,2,1,
29,a,6/29/2018,RBGR,S,2,2,1,
29,a,6/29/2018,AMRE,C,0,4,1,
29,a,6/29/2018,CSWA,S,0,2,1,
29,a,6/29/2018,CSWA,S,0,1,1,
29,a,6/29/2018,CSWA,S,4,3,1,
29,a,6/29/2018,CSWA,S,0,3,1,
29,a,6/29/2018,AMRE,S,4,3,1,
29,a,6/29/2018,OVEN,S,0,4,1,
29,a,6/29/2018,RUGR,S,2,2,1,
29,a,6/29/2018,SOSP,S,1,2,1,
29,a,6/29/2018,VEER,S,2,2,1,
29,a,6/29/2018,CSWA,S,2,2,1,
29,b,6/29/2018,RBGR,S,2,3,1,
29,b,6/29/2018,GWWA,C,0,3,1,
29,b,6/29/2018,BCCH,D,0,1,1,
29,b,6/29/2018,AMRE,S,0,3,1,
29,b,6/29/2018,UWAR,S,0,2,1,
29,b,6/29/2018,OVEN,S,0,2,1,
29,b,6/29/2018,REVI,C,2,4,1,
29,b,6/29/2018,ALFL,S,4,2,1,
29,b,6/29/2018,GWWA,S,0,3,1,
29,b,6/29/2018,OVEN,S,2,1,1,
29,c,6/29/2018,INBU,C,3,1,1,
29,c,6/29/2018,BHCO,S,0,2,1,
29,c,6/29/2018,BHCO,S,1,2,1,
29,c,6/29/2018,AMRE,S,0,2,1,
29,c,6/29/2018,VEER,S,0,2,1,
29,c,6/29/2018,BCCH,S,0,2,1,
29,c,6/29/2018,BAWW,S,0,1,2,
29,c,6/29/2018,AMRE,S,4,3,1,
29,c,6/29/2018,BBCU,S,0,2,1,
29,c,6/29/2018,MOWA,S,0,2,1,
29,c,6/29/2018,OVEN,S,0,2,1,
29,c,6/29/2018,RBGR,S,0,4,1,
29,c,6/29/2018,BAWW,S,3,2,1,
29,c,6/29/2018,MOWA,S,4,3,1,
29,c,6/29/2018,UWAR,S,1,3,1,
29,c,6/29/2018,VEER,S,3,2,1,
29,d,6/29/2018,AMRE,S,0,2,1,
29,d,6/29/2018,VEER,S,0,2,1,
29,d,6/29/2018,VEER,S,0,2,1,
29,d,6/29/2018,BBCU,D,4,2,1,
29,d,6/29/2018,CSWA,C,4,2,1,
29,d,6/29/2018,VEER,S,0,4,1,
29,d,6/29/2018,REVI,S,3,2,1,
29,d,6/29/2018,CSWA,S,0,2,1,
29,d,6/29/2018,NAWA,S,0,3,1,
29,d,6/29/2018,WTSP,C,4,3,1,
29,d,6/29/2018,HETH,S,0,1,1,
29,d,6/29/2018,SOSP,S,3,2,1,
30,a,6/3/2018,AMCR,S,1,3,1,
30,a,6/3/2018,RECR,S,1,2,1,
30,a,6/3/2018,CSWA,S,0,2,1,
30,a,6/3/2018,SCTA,C,0,1,1,
30,a,6/3/2018,YTVI,D,0,2,1,
30,a,6/3/2018,VEER,S,0,4,1,
30,a,6/3/2018,REVI,C,0,2,1,
30,a,6/3/2018,AMRE,C,2,4,1,
30,a,6/3/2018,AMCR,S,2,2,1,
30,a,6/3/2018,CHSP,S,1,3,1,
30,a,6/3/2018,BLJA,S,2,2,1,
30,a,6/3/2018,AMRO,S,0,1,1,
30,a,6/3/2018,LEFL,S,2,1,1,
30,a,6/3/2018,NOPA,C,0,2,1,
30,a,6/3/2018,NAWA,S,4,4,1,
30,a,6/3/2018,NAWA,S,0,2,1,
30,a,6/3/2018,OVEN,S,4,3,1,
30,a,6/3/2018,CSWA,S,0,3,1,
30,b,6/3/2018,SWSP,S,0,2,1,
30,b,6/3/2018,VEER,S,1,2,1,
30,b,6/3/2018,PIWA,S,3,2,1,
30,b,6/3/2018,RBGR,S,0,2,1,
30,b,6/3/2018,UPBD,S,0,3,1,
30,b,6/3/2018,GWWA,S,0,3,1,
30,b,6/3/2018,VEER,C,4,3,1,
30,b,6/3/2018,NOWA,S,0,4,1,
30,b,6/3/2018,WIWR,S,0,3,1,
30,b,6/3/2018,REVI,S,3,1,1,
30,b,6/3/2018,BBCU,S,0,3,1,
30,b,6/3/2018,CSWA,S,4,4,1,
30,b,6/3/2018,VEER,O,0,3,1,
30,b,6/3/2018,VEER,S,3,4,2,
30,b,6/3/2018,SOSP,S,0,2,3,
30,c,6/3/2018,UPBD,S,2,3,1,
30,c,6/3/2018,YWAR,D,0,2,1,
30,c,6/3/2018,CAWA,S,0,3,1,
30,c,6/3/2018,YWAR,S,0,4,1,
30,c,6/3/2018,PIWA,S,2,4,1,
30,c,6/3/2018,ALFL,C,0,3,1,
30,c,6/3/2018,CSWA,S,0,1,1,
30,c,6/3/2018,REVI,S,0,2,2,
30,c,6/3/2018,TEWA,S,1,3,1,
30,c,6/3/2018,VEER,S,0,2,1,
30,c,6/3/2018,VEER,S,3,2,1,
30,d,6/3/2018,AMRE,C,1,2,1,
30,d,6/3/2018,REVI,S,3,2,1,
30,d,6/3/2018,REVI,S,1,4,1,
