site,ptcount,date,sppcode,type,minute,distance,howmany,comments
30,d,6/3/2018,SCTA,S,0,3,1,
30,d,6/3/2018,GWWA,C,3,3,1,
30,d,6/3/2018,OVEN,S,0,3,1,
30,d,6/3/2018,OVEN,S,0,2,1,
30,d,6/3/2018,RBNU,C,3,3,1,
30,d,6/3/2018,MAWA,C,0,4,1,
30,d,6/3/2018,CSWA,S,0,1,2,
31,a,6/7/2018,CSWA,S,4,3,1,
31,a,6/7/2018,AMCR,S,2,1,1,
31,a,6/7/2018,BLJA,S,0,4,1,
31,a,6/7/2018,REVI,C,0,4,1,
31,a,6/7/2018,REVI,S,0,2,1,
31,a,6/7/2018,OVEN,S,3,1,1,
31,a,6/7/2018,GRCA,S,2,4,1,
31,a,6/7/2018,AMRE,S,0,3,1,
31,a,6/7/2018,UPBD,S,4,3,1,
31,a,6/7/2018,OVEN,C,1,3,1,
31,a,6/7/2018,NAWA,S,2,4,1,
31,a,6/7/2018,CSWA,S,0,2,1,
31,a,6/7/2018,RUGR,S,1,3,1,
31,b,6/7/2018,ALFL,S,3,2,1,
31,b,6/7/2018,CSWA,S,2,4,1,
31,b,6/7/2018,MOWA,S,0,2,1,
31,b,6/7/2018,OVEN,S,4,3,1,
31,b,6/7/2018,RBGR,S,0,1,1,
31,b,6/7/2018,SCTA,S,4,3,1,
31,b,6/7/2018,AMRE,S,3,4,1,
31,b,6/7/2018,REVI,S,3,2,1,
31,b,6/7/2018,GWWA,S,0,2,1,
31,b,6/7/2018,NAWA,S,2,2,1,
31,c,6/7/2018,UPBD,S,2,3,1,
31,c,6/7/2018,OVEN,C,0,3,1,
31,c,6/7/2018,REVI,S,0,3,1,
31,c,6/7/2018,AMRE,S,0,2,1,
31,c,6/7/2018,NAWA,S,3,1,1,
31,c,6/7/2018,NAWA,S,0,2,1,
31,c,6/7/2018,USPA,C,0,4,1,
31,c,6/7/2018,CSWA,S,4,4,1,
31,d,6/7/2018,NAWA,C,0,3,1,
31,d,6/7/2018,BLJA,S,2,1,1,
31,d,6/7/2018,UPBD,S,1,2,1,
31,d,6/7/2018,OVEN,S,0,2,1,
31,d,6/7/2018,EATO,S,2,3,1,
31,d,6/7/2018,ALFL,S,1,4,1,
31,d,6/7/2018,NAWA,S,0,2,1,
31,d,6/7/2018,OVEN,S,2,3,1,
31,d,6/7/2018,CSWA,S,4,4,1,
31,d,6/7/2018,CSWA,S,2,4,1,
32,a,6/21/2018,GRCA,S,2,3,1,
32,a,6/21/2018,BAOR,S,0,3,1,
32,a,6/21/2018,YWAR,S,0,2,1,
32,a,6/21/2018,CSWA,C,1,2,1,
32,a,6/21/2018,BLJA,S,0,1,1,
32,a,6/21/2018,CSWA,S,0,3,1,
32,a,6/21/2018,NAWA,S,4,4,1,
32,a,6/21/2018,AMRE,S,0,2,1,
32,a,6/21/2018,COYE,C,0,2,1,
32,a,6/21/2018,VEER,S,2,1,1,
32,a,6/21/2018,NAWA,S,0,2,1,
32,a,6/21/2018,VEER,S,0,4,1,
32,a,6/21/2018,ALFL,C,4,2,1,
32,a,6/21/2018,OVEN,S,0,4,1,
32,b,6/21/2018,BAWW,S,0,2,1,
32,b,6/21/2018,CSWA,C,1,2,1,
32,b,6/21/2018,BCCH,S,0,2,1,
32,b,6/21/2018,UPBD,S,0,2,1,
32,b,6/21/2018,REVI,S,4,3,1,
32,b,6/21/2018,COYE,S,0,1,1,
32,b,6/21/2018,CCSP,S,0,1,1,
32,b,6/21/2018,NAWA,S,4,1,1,
32,b,6/21/2018,AMRE,D,4,2,1,
32,c,6/21/2018,CSWA,C,0,3,1,
32,c,6/21/2018,BAWW,S,0,3,1,
32,c,6/21/2018,VEER,S,0,2,1,
32,c,6/21/2018,OVEN,S,3,2,1,
32,c,6/21/2018,VEER,S,3,2,1,
32,c,6/21/2018,YSFL,S,0,3,1,
32,c,6/21/2018,NAWA,S,2,1,1,
32,c,6/21/2018,GWWA,S,0,1,1,
32,c,6/21/2018,OVEN,S,1,1,1,
32,c,6/21/2018,REVI,S,0,3,1,
32,d,6/21/2018,AMRE,S,2,3,1,
32,d,6/21/2018,CSWA,S,4,1,1,
32,d,6/21/2018,COYE,S,0,4,1,
32,d,6/21/2018,NAWA,S,4,3,1,
32,d,6/21/2018,BLJA,S,4,1,1,
32,d,6/21/2018,RUGR,C,0,4,1,
32,d,6/21/2018,CSWA,S,0,3,1,
32,d,6/21/2018,COYE,S,0,2,1,
33,a,5/28/2018,GWWA,S,3,4,1,
33,a,5/28/2018,UWPR,D,2,2,1,
33,a,5/28/2018,CSWA,S,0,4,1,
33,a,5/28/2018,COYE,S,0,2,1,
33,a,5/28/2018,PIWO,C,2,2,1,
33,a,5/28/2018,BTNW,S,0,2,1,
33,a,5/28/2018,AMRE,S,0,1,1,
33,a,5/28/2018,BLJA,D,0,1,1,
33,a,5/28/2018,CSWA,S,4,1,1,
33,a,5/28/2018,GWWA,C,3,3,1,
33,a,5/28/2018,CSWA,S,0,3,1,
33,b,5/28/2018,CSWA,S,4,1,1,
33,b,5/28/2018,OVEN,S,2,2,1,
33,b,5/28/2018,COYE,S,2,2,1,
33,b,5/28/2018,OVEN,S,0,1,1,
33,b,5/28/2018,OVEN,S,4,4,1,
33,b,5/28/2018,CSWA,S,0,2,1,
33,b,5/28/2018,OVEN,S,4,2,1,
33,b,5/28/2018,OVEN,S,0,1,3,
33,b,5/28/2018,OVEN,S,0,3,1,
33,b,5/28/2018,RUGR,S,0,2,1,
33,b,5/28/2018,CSWA,C,0,2,1,
33,b,5/28/2018,RBNU,S,0,3,1,
33,c,5/28/2018,CSWA,S,0,4,1,
33,c,5/28/2018,VEER,S,3,2,1,
33,c,5/28/2018,BCCH,S,0,3,1,
33,c,5/28/2018,INBU,S,0,4,1,
33,c,5/28/2018,AMRE,S,0,4,1,
33,c,5/28/2018,YSFL,C,1,2,1,
33,c,5/28/2018,UPBD,S,3,2,1,
33,c,5/28/2018,RUGR,C,3,3,1,
33,c,5/28/2018,PIWA,S,0,1,1,
33,c,5/28/2018,AMRO,C,4,2,1,
33,c,5/28/2018,TEWA,S,2,3,1,
33,c,5/28/2018,CSWA,S,2,3,1,
33,d,5/29/2018,VEER,S,4,2,1,
33,d,5/29/2018,VEER,S,0,1,1,
33,d,5/29/2018,CSWA,S,4,1,1,
33,d,5/29/2018,ALFL,S,1,4,1,
33,d,5/29/2018,ALFL,S,0,3,1,
33,d,5/29/2018,WPWA,S,0,1,1,
33,d,5/29/2018,REVI,S,0,2,1,
33,d,5/29/2018,CSWA,S,0,2,1,
33,d,5/29/2018,AMRE,S,1,4,1,
33,d,5/29/2018,REVI,S,0,3,1,
34,a,6/17/2018,CSWA,S,0,2,1,
34,a,6/17/2018,OVEN,S,0,2,2,
34,a,6/17/2018,OVEN,S,0,3,1,
34,a,6/17/2018,VEER,S,1,2,1,
34,a,6/17/2018,COYE,S,0,3,1,
34,a,6/17/2018,MOWA,S,0,3,1,
34,a,6/17/2018,NAWA,S,4,1,1,
34,a,6/17/2018,ALFL,S,0,2,1,
34,a,6/17/2018,VEER,S,2,2,1,
34,a,6/17/2018,NAWA,S,4,4,1,
34,a,6/17/2018,BLJA,C,1,1,1,
34,b,6/17/2018,LEFL,C,4,1,1,
34,b,6/17/2018,BHVI,C,3,3,1,
34,b,6/17/2018,CSWA,S,3,3,1,
34,b,6/17/2018,RBGR,S,0,2,1,
34,b,6/17/2018,REVI,S,0,4,1,
34,b,6/17/2018,WTSP,S,0,2,1,
34,b,6/17/2018,AMRO,S,0,2,1,
34,b,6/17/2018,RBGR,S,2,2,1,
34,b,6/17/2018,AMRO,C,2,2,1,
34,b,6/17/2018,UWAR,S,3,2,1,
34,b,6/17/2018,GWWA,S,3,2,1,
34,c,6/17/2018,CSWA,S,2,3,1,
34,c,6/17/2018,CSWA,S,1,3,1,
34,c,6/17/2018,GWWA,S,2,3,1,
34,c,6/17/2018,CSWA,S,0,3,1,
34,c,6/17/2018,GRCA,S,3,2,1,
34,c,6/17/2018,AMCR,S,4,2,1,
34,c,6/17/2018,AMRE,S,1,2,1,
34,c,6/17/2018,RBGR,S,1,3,1,
34,c,6/17/2018,COYE,C,0,2,1,
34,c,6/17/2018,WOTH,S,2,2,1,
34,c,6/17/2018,BLJA,S,0,3,1,
34,c,6/17/2018,GWWA,S,1,4,1,
34,c,6/17/2018,WTSP,S,0,2,1,
34,c,6/17/2018,UPBD,S,0,2,1,
34,c,6/17/2018,WTSP,S,4,1,1,
34,d,6/18/2018,BLJA,S,0,2,1,
34,d,6/18/2018,AMRE,O,2,1,1,
34,d,6/18/2018,OVEN,S,0,2,1,
34,d,6/18/2018,AMRE,S,0,2,1,
34,d,6/18/2018,COYE,S,0,4,1,
34,d,6/18/2018,AMGO,S,4,4,1,
34,d,6/18/2018,VEER,S,0,1,1,
34,d,6/18/2018,OVEN,S,2,2,1,
34,d,6/18/2018,CSWA,S,0,3,1,
34,d,6/18/2018,AMRE,S,0,4,1,
34,d,6/18/2018,RUGR,O,2,3,2,
35,a,7/2/2018,CSWA,S,0,2,1,
35,a,7/2/2018,REVI,S,4,2,1,
35,a,7/2/2018,AMRE,S,4,3,1,
35,a,7/2/2018,RECR,S,4,4,1,
35,a,7/2/2018,ALFL,S,0,1,1,
35,a,7/2/2018,CAGO,S,0,2,1,
35,a,7/2/2018,REVI,C,0,2,1,
35,a,7/2/2018,RBGR,S,0,1,1,
35,a,7/2/2018,AMRO,S,0,2,1,
35,a,7/2/2018,BWWA,S,0,2,1,
35,a,7/2/2018,MOWA,S,4,4,1,
35,a,7/2/2018,GRCA,S,0,1,1,
35,b,7/2/2018,BBCU,C,0,4,1,
35,b,7/2/2018,VEER,S,4,2,1,
35,b,7/2/2018,REVI,S,4,2,1,
35,b,7/2/2018,UPBD,O,0,2,1,
35,b,7/2/2018,RUGR,S,1,2,2,
35,b,7/2/2018,REVI,S,0,3,1,
35,b,7/2/2018,YBSA,S,4,2,1,
35,b,7/2/2018,GWWA,S,2,3,1,
35,b,7/2/2018,WTSP,S,2,2,1,
35,b,7/2/2018,AMRE,S,2,3,1,
35,b,7/2/2018,HAWO,S,1,1,1,
35,c,7/2/2018,GWWA,S,0,2,1,
35,c,7/2/2018,AMRE,S,0,3,1,
35,c,7/2/2018,NAWA,C,0,2,1,
35,c,7/2/2018,CSWA,S,0,2,1,
35,c,7/2/2018,REVI,S,0,1,1,
35,c,7/2/2018,VEER,S,1,2,1,
35,c,7/2/2018,GWWA,S,0,3,1,
35,c,7/2/2018,VEER,S,4,4,1,
35,c,7/2/2018,CSWA,C,0,1,1,
35,c,7/2/2018,OVEN,S,0,3,1,
35,c,7/2/2018,AMRE,S,0,3,1,
35,c,7/2/2018,OVEN,S,4,3,1,
35,c,7/2/2018,VEER,C,2,2,1,
35,d,7/2/2018,YWAR,S,4,3,1,
35,d,7/2/2018,AMRE,S,4,2,1,
35,d,7/2/2018,VEER,S,4,3,1,
35,d,7/2/2018,EAWP,S,0,2,1,
35,d,7/2/2018,LEFL,S,0,3,1,
35,d,7/2/2018,AMRE,S,0,2,1,
35,d,7/2/2018,OVEN,C,0,2,1,
35,d,7/2/2018,CSWA,S,0,2,1,
35,d,7/2/2018,CORA,S,0,4,1,
35,d,7/2/2018,NAWA,S,2,2,1,
35,d,7/2/2018,BAWW,C,3,3,1,
36,a,5/29/2018,VEER,S,0,3,1,
36,a,5/29/2018,VEER,S,3,4,1,
36,a,5/29/2018,UWAR,S,0,3,1,
36,a,5/29/2018,VEER,S,0,2,1,
36,a,5/29/2018,REVI,C,0,3,1,
36,a,5/29/2018,CSWA,S,0,2,1,
36,b,5/29/2018,BLJA,C,4,3,1,
36,b,5/29/2018,REVI,D,4,2,1,
36,b,5/29/2018,PIWA,O,0,2,1,
36,b,5/29/2018,AMRO,S,0,2,1,
36,b,5/29/2018,CSWA,S,0,3,1,
36,b,5/29/2018,VEER,S,0,4,1,
36,b,5/29/2018,RUGR,S,0,3,1,
36,b,5/29/2018,CSWA,S,2,3,1,
36,b,5/29/2018,OVEN,S,0,2,1,
36,b,5/29/2018,REVI,S,1,4,1,
36,b,5/29/2018,VEER,S,0,3,1,
36,b,5/29/2018,BCCH,C,2,4,1,
36,b,5/29/2018,RBGR,C,3,3,1,
36,b,5/29/2018,ALFL,S,1,4,1,
36,c,5/30/2018,UPBD,S,0,3,1,
36,c,5/30/2018,PUFI,S,0,3,1,
36,c,5/30/2018,OVEN,S,0,3,1,
36,c,5/30/2018,UPBD,S,0,4,1,
36,c,5/30/2018,OVEN,S,0,1,1,
36,c,5/30/2018,CSWA,S,1,2,1,
36,c,5/30/2018,SOSP,D,0,3,1,
36,c,5/30/2018,VEER,S,0,2,1,
36,c,5/30/2018,RUGR,S,2,2,1,
36,c,5/30/2018,NAWA,S,0,3,1,
36,c,5/30/2018,GWWA,S,4,1,1,
36,d,5/30/2018,NAWA,S,0,2,1,
36,d,5/30/2018,VEER,S,3,2,1,
36,d,5/30/2018,CSWA,S,0,1,1,
36,d,5/30/2018,UWAR,S,0,2,1,
36,d,5/30/2018,AMGO,S,0,2,1,
36,d,5/30/2018,EATO,S,0,3,1,
36,d,5/30/2018,CSWA,S,0,3,1,
37,a,6/2/2018,AMRE,S,2,2,1,
37,a,6/2/2018,VEER,S,3,2,1,
37,a,6/2/2018,BAWW,O,4,1,1,
37,a,6/2/2018,REVI,S,0,2,1,
37,a,6/2/2018,VEER,S,4,2,1,
37,a,6/2/2018,RUGR,S,2,3,1,
37,a,6/2/2018,MOWA,S,2,2,1,
37,a,6/2/2018,AMRO,S,0,3,1,
37,a,6/2/2018,REVI,S,0,2,1,
37,a,6/2/2018,OVEN,F,0,3,1,
37,a,6/2/2018,OVEN,C,2,3,1,
37,b,6/2/2018,CSWA,S,0,2,1,
37,b,6/2/2018,RBGR,S,4,4,1,
37,b,6/2/2018,VEER,S,0,3,1,
37,b,6/2/2018,VEER,S,3,1,1,
37,b,6/2/2018,LEFL,S,0,3,1,
37,b,6/2/2018,RBGR,S,0,2,1,
37,b,6/2/2018,CSWA,S,2,4,1,
37,b,6/2/2018,AMRE,O,0,4,1,
37,b,6/2/2018,ALFL,S,4,1,1,
37,b,6/2/2018,OVEN,S,2,2,1,
37,b,6/2/2018,AMCR,S,2,3,1,
37,b,6/2/2018,RBNU,S,3,4,1,
37,b,6/2/2018,AMRE,S,0,3,1,
37,c,6/2/2018,WOTH,S,2,1,1,
37,c,6/2/2018,GRCA,C,2,1,1,
37,c,6/2/2018,WOTH,S,0,2,1,
37,c,6/2/2018,VEER,S,0,2,1,
37,c,6/2/2018,REVI,O,0,2,1,
37,c,6/2/2018,WTSP,C,0,1,1,
37,c,6/2/2018,OVEN,C,2,4,1,
37,c,6/2/2018,UPBD,S,0,2,1,
37,c,6/2/2018,BAWW,S,0,3,1,
37,c,6/2/2018,BLJA,C,0,2,1,
37,c,6/2/2018,REVI,F,0,3,1,
37,d,6/2/2018,REVI,S,1,3,1,
37,d,6/2/2018,CSWA,S,2,2,1,
37,d,6/2/2018,ALFL,S,0,3,1,
37,d,6/2/2018,BHCO,S,0,3,1,
37,d,6/2/2018,CSWA,S,1,4,1,
37,d,6/2/2018,AMRE,S,0,3,1,
37,d,6/2/2018,OVEN,S,2,3,1,
37,d,6/2/2018,AMRE,S,3,4,1,
37,d,6/2/2018,GWWA,S,0,2,1,
37,d,6/2/2018,ALFL,C,0,2,1,
37,d,6/2/2018,COYE,S,0,4,1,
37,d,6/2/2018,VEER,F,1,4,1,
37,d,6/2/2018,UWAR,S,0,4,1,
37,d,6/2/2018,NAWA,S,0,4,1,
37,d,6/2/2018,AMRE,D,0,2,1,
37,d,6/2/2018,ALFL,S,0,3,1,
37,d,6/2/2018,NAWA,C,0,1,1,
38,a,6/22/2018,RECR,S,0,2,1,
38,a,6/22/2018,UWAR,S,4,4,1,
38,a,6/22/2018,REVI,S,0,2,1,
38,a,6/22/2018,VEER,C,4,4,1,
38,a,6/22/2018,CSWA,S,3,2,1,
38,b,6/22/2018,SCTA,D,0,1,1,
38,b,6/22/2018,OVEN,S,0,3,1,
38,b,6/22/2018,AMCR,S,0,2,1,
38,b,6/22/2018,AMRE,C,0,1,1,
38,b,6/22/2018,OVEN,S,0,4,1,
38,b,6/22/2018,VEER,S,3,2,1,
38,b,6/22/2018,UWAR,S,3,2,1,
38,b,6/22/2018,GWWA,S,1,2,1,
38,b,6/22/2018,ALFL,S,3,4,1,
38,b,6/22/2018,ALFL,S,2,3,1,
38,b,6/22/2018,BAWW,D,2,3,1,
38,c,6/22/2018,OVEN,S,3,2,1,
38,c,6/22/2018,RBGR,S,0,1,1,
38,c,6/22/2018,VEER,C,0,3,1,
38,c,6/22/2018,CSWA,S,0,3,1,
38,c,6/22/2018,UWPR,S,0,2,1,
38,c,6/22/2018,GRCA,S,0,1,1,
38,c,6/22/2018,VEER,S,4,2,1,
38,c,6/22/2018,SOSP,S,2,3,1,
38,c,6/22/2018,CSWA,F,0,3,1,
38,c,6/22/2018,AMRO,S,3,3,1,
38,c,6/22/2018,VEER,S,0,2,1,
38,d,6/22/2018,AMRE,S,0,3,1,
38,d,6/22/2018,VEER,S,0,2,1,
38,d,6/22/2018,CSWA,S,4,4,1,
38,d,6/22/2018,COYE,S,0,2,1,
38,d,6/22/2018,VEER,D,0,3,1,
38,d,6/22/2018,VEER,S,0,2,1,
38,d,6/22/2018,GWWA,S,4,2,1,
38,d,6/22/2018,NAWA,S,0,4,1,
38,d,6/22/2018,ALFL,S,0,3,1,
38,d,6/22/2018,WTSP,S,0,2,1,
38,d,6/22/2018,VEER,S,2,4,1,
38,d,6/22/2018,ALFL,C,0,1,1,
38,d,6/22/2018,VEER,S,2,4,1,
38,d,6/22/2018,CSWA,S,3,3,1,
38,d,6/22/2018,HETH,S,0,4,1,
38,d,6/22/2018,CHSP,S,3,4,1,
39,a,6/28/2018,CSWA,C,4,2,1,
39,a,6/28/2018,VEER,S,4,4,1,
39,a,6/28/2018,GWWA,S,0,1,1,
39,a,6/28/2018,NAWA,C,0,3,1,
39,a,6/28/2018,REVI,S,4,2,1,
39,a,6/28/2018,GWWA,C,4,2,1,
39,a,6/28/2018,EVGR,S,0,2,1,
39,a,6/28/2018,REVI,D,2,2,1,
39,a,6/28/2018,AMRO,S,0,4,1,
39,b,6/28/2018,MOWA,C,0,2,1,
39,b,6/28/2018,GWWA,S,0,2,1,
39,b,6/28/2018,SCTA,S,3,4,1,
39,b,6/28/2018,NAWA,S,0,4,2,
39,b,6/28/2018,ALFL,S,3,2,1,
39,b,6/28/2018,REVI,C,2,4,1,
39,b,6/28/2018,CSWA,S,1,2,1,
39,b,6/28/2018,GWWA,S,4,3,1,
39,b,6/28/2018,OVEN,S,2,2,1,
39,b,6/28/2018,RBGR,D,4,3,1,
39,b,6/28/2018,WTSP,S,2,2,1,
39,b,6/28/2018,OVEN,S,2,3,1,
39,b,6/28/2018,ALFL,S,0,3,1,
39,c,6/28/2018,CSWA,S,2,1,1,
39,c,6/28/2018,ALFL,S,4,2,1,
39,c,6/28/2018,OVEN,S,2,3,1,
39,c,6/28/2018,COYE,S,0,4,1,
39,c,6/28/2018,COYE,S,3,4,1,
39,c,6/28/2018,CSWA,C,3,2,1,
39,d,6/28/2018,AMGO,S,1,2,1,
39,d,6/28/2018,REVI,S,0,3,1,
39,d,6/28/2018,VEER,S,0,1,1,
39,d,6/28/2018,AMRE,S,0,2,1,
39,d,6/28/2018,AMRE,S,0,1,1,
39,d,6/28/2018,UWAR,S,4,1,1,
39,d,6/28/2018,AMGO,S,0,2,1,
39,d,6/28/2018,GWWA,S,0,4,1,
39,d,6/28/2018,OVEN,S,0,3,1,
39,d,6/28/2018,MOWA,S,3,4,1,
39,d,6/28/2018,CSWA,S,0,1,1,
39,d,6/28/2018,AMRE,S,0,2,1,
39,d,6/28/2018,AMRE,S,4,2,1,
39,d,6/28/2018,COSN,S,2,2,1,
39,d,6/28/2018,RTHU,S,0,2,1,
39,d,6/28/2018,ALFL,S,0,4,1,
40,a,5/30/2018,ALFL,C,2,2,1,
40,a,5/30/2018,BCCH,S,2,1,1,
40,a,5/30/2018,OVEN,S,2,4,1,
40,a,5/30/2018,REVI,S,1,1,1,
40,a,5/30/2018,RUGR,S,4,2,1,
40,a,5/30/2018,NAWA,S,4,3,1,
40,a,5/30/2018,WTSP,S,0,3,1,
40,a,5/30/2018,NAWA,C,0,3,1,
40,a,5/30/2018,REVI,S,3,3,1,
40,a,5/30/2018,OVEN,S,4,2,1,
40,b,5/30/2018,CSWA,S,3,4,1,
40,b,5/30/2018,CSWA,S,3,3,1,
40,b,5/30/2018,GWWA,S,4,1,1,
40,b,5/30/2018,CSWA,S,0,1,1,
40,b,5/30/2018,LEFL,F,4,2,1,
40,b,5/30/2018,WOTH,O,4,3,1,
40,b,5/30/2018,AMRE,S,0,3,1,
40,b,5/30/2018,GWWA,S,0,2,1,
40,b,5/30/2018,AMCR,S,0,2,1,
40,b,5/30/2018,OVEN,S,2,3,1,
40,b,5/30/2018,OVEN,S,0,1,1,
40,b,5/30/2018,NAWA,S,0,4,1,
40,b,5/30/2018,BCCH,S,1,4,1,
40,b,5/30/2018,VEER,S,0,1,1,
40,c,5/30/2018,INBU,S,0,3,1,
40,c,5/30/2018,CSWA,C,3,2,1,
40,c,5/30/2018,OVEN,O,0,4,1,
40,c,5/30/2018,COYE,C,3,3,1,
40,c,5/30/2018,NAWA,S,3,1,1,
40,c,5/30/2018,YBSA,S,0,3,1,
40,c,5/30/2018,OVEN,C,0,4,1,
40,c,5/30/2018,AMCR,S,0,3,1,
40,c,5/30/2018,RUGR,S,2,2,1,
40,c,5/30/2018,VEER,S,2,4,1,
40,c,5/30/2018,RBGR,S,4,2,1,
40,c,5/30/2018,COLO,S,4,3,1,
40,c,5/30/2018,MOWA,S,2,4,1,
40,d,5/31/2018,REVI,S,4,3,1,
40,d,5/31/2018,ALFL,S,4,3,1,
40,d,5/31/2018,AMRE,S,2,3,1,
40,d,5/31/2018,BLJA,S,3,3,1,
40,d,5/31/2018,RBGR,D,2,1,1,
40,d,5/31/2018,BHCO,C,2,3,1,
40,d,5/31/2018,AMCR,C,0,3,1,
40,d,5/31/2018,TEWA,C,4,3,1,
40,d,5/31/2018,OVEN,S,0,4,1,
40,d,5/31/2018,REVI,S,0,4,1,
40,d,5/31/2018,WTSP,C,4,4,1,
41,a,6/5/2018,RBGR,S,3,1,1,
41,a,6/5/2018,COYE,S,1,2,1,
41,a,6/5/2018,CSWA,S,0,2,1,
41,a,6/5/2018,BAWW,S,0,3,1,
41,a,6/5/2018,MODO,O,0,4,1,
41,a,6/5/2018,VEER,S,0,3,1,
41,a,6/5/2018,REVI,C,0,4,1,
41,a,6/5/2018,NAWA,S,0,4,1,
41,a,6/5/2018,AMRO,S,3,2,1,
41,a,6/5/2018,VEER,S,4,2,1,
41,a,6/5/2018,OVEN,S,1,2,1,
41,a,6/5/2018,OVEN,S,0,2,1,
41,a,6/5/2018,BLJA,S,1,4,1,
41,a,6/5/2018,REVI,S,0,1,1,
41,a,6/5/2018,NAWA,C,1,2,1,
41,a,6/5/2018,SOSP,O,4,1,1,
41,a,6/5/2018,COYE,S,2,2,1,
41,b,6/5/2018,AMGO,S,1,2,1,
41,b,6/5/2018,AMRE,C,4,4,1,
41,b,6/5/2018,AMRE,S,2,2,1,
41,b,6/5/2018,ALFL,S,4,3,1,
41,b,6/5/2018,GRCA,S,4,3,1,
41,b,6/5/2018,COYE,S,3,3,1,
41,b,6/5/2018,OVEN,C,0,2,1,
41,b,6/5/2018,REVI,S,1,3,1,
41,b,6/5/2018,REVI,S,0,4,1,
41,b,6/5/2018,TRES,S,0,1,1,
